"","X","sitename","plotid","genotype","date","Stem","Leaf","Root","Rhizome","precip","LAI","NDVI","Height"
"2062135",2062135,"central","D",10086,"2000-08-24",12.62,2.71,2.02,5.62943568704136,3.91054632223996,2.14,1.62,2.01
"1559866",1559866,"central","A",10044,"2004-06-21",7.93,3.5,2.37,1.17475906621036,0.000484506391521115,2.42,1.48,1.18
"2579643",2579643,"central","D",10129,"2004-05-25",4.63,4.06,3.41,4.11498510628904,0.0318288011161203,2.83,1.57,1.03
"486481",486481,"central","B",9955,"1999-03-26",0,0.1,0.1,7.15296741864677,0.00691168614460091,0.07,0.82,0.15
"825830",825830,"central","A",9983,"2004-05-29",0,1.87,1.57,1.12976974833241,0.016875036484826,1.36,1.23,0.65
"1322780",1322780,"south","A",10024,"1997-10-03",23.89,4.11,3.66,5.4970069789371,0.00269063929112758,2.9,1.67,2.97
"2098280",2098280,"central","D",10089,"2000-10-09",20.95,1.74,1.89,7.6889623833518,0.00756624521394594,1.16,1.23,2.52
"2374255",2374255,"north","A",10112,"2007-05-13",0,2.23,2.34,5.05503994947572,0,1.61,1.29,0.54
"2686825",2686825,"north","A",10138,"2000-08-11",19.79,3.94,3.51,8.0193653387762,0.150025268805366,2.94,1.71,2.86
"150274",150274,"central","B",9927,"2007-07-20",7.62,3.62,3.57,2.92572398312909,4.95921393796112,2.55,1.54,1.58
"498831",498831,"central","B",9956,"2000-07-21",10.56,2.54,1.56,3.16295882204056,0.441363983499997,1.72,1.34,1.59
"217668",217668,"north","B",9933,"1997-08-09",21.6,6.46,6.98,2.60261603000928,0.00733346137188913,4.64,1.54,2.66
"1864956",1864956,"south","A",10069,"2007-06-02",5.58,3.02,2.84,2.42134184270765,5.68225562895105,2.29,1.38,0.98
"859277",859277,"central","B",9986,"2007-10-04",5.96,2.19,2.94,2.50785359016882,0.0682155125673243,1.44,1.34,1.08
"2212187",2212187,"south","C",10098,"1997-09-18",18.98,4.42,2.97,7.31916062517371,4.82505729230662,3.09,1.53,2.92
"2665990",2665990,"central","C",10136,"2004-08-14",15.58,3.74,2.39,4.75432860050366,0.00508249425984367,2.42,1.4,2.28
"2347000",2347000,"north","D",10110,"2000-09-25",32.53,5.25,3.57,11.3147091766865,2.20807255416816,3.92,1.72,4.12
"2670017",2670017,"south","C",10136,"2004-09-01",20.14,4.45,3.24,7.21475450564895,0.0493360842338587,3.17,1.61,2.54
"1884598",1884598,"central","A",10071,"2000-07-11",10.06,3.82,2.31,1.34376368548727,22.4578252545392,2.37,1.59,1.53
"1452275",1452275,"south","D",10035,"1999-09-25",16.33,5.78,5.13,4.0755189727353,0.0106652617445776,3.77,1.47,1.95
"1335094",1335094,"south","A",10025,"2000-05-24",2.93,1.9,2.02,1.73363287399202,22.6725272157025,1.35,1.24,0.69
"791759",791759,"south","B",9980,"2004-05-16",1.94,2.65,2.52,3.67927404327171,0.46624228633851,1.79,1.41,0.7
"969211",969211,"central","C",9995,"2000-10-06",38.59,5.81,3.99,12.737126349481,5.72645083264919,4.15,1.54,4.47
"409533",409533,"north","D",9949,"2000-04-24",0,0.6,0.6,2.71975962280666,5.70240279542548,0.42,1,0.31
"2157876",2157876,"central","D",10094,"1997-05-06",1.17,1.38,1.45,3.72569215561302,0.00811292481556608,0.87,1.08,0.46
"1320743",1320743,"south","B",10024,"1997-10-04",33.24,4.92,4.58,11.6124917972398,0.010969419125835,3.86,1.67,3.93
"1064696",1064696,"central","B",10003,"2007-04-25",0,1.3,1.34,4.6131093736092,2.77745568128417,0.91,1.24,0.43
"451671",451671,"central","C",9952,"2000-06-07",1.01,3.26,2.37,1.02375054228523,0,2.09,1.4,0.82
"1585956",1585956,"south","B",10046,"2004-06-04",0,4.51,3.25,4.35179017632543,0.385782532799894,2.96,1.56,1.44
"2405713",2405713,"south","A",10114,"1997-08-27",20.82,5.75,4.44,5.62263875247069,3.67771633012074,4.01,1.55,2.62
"801179",801179,"central","A",9981,"1997-06-02",3.58,3.34,3.58,2.37319421098678,0.0917253962403313,2.41,1.56,0.61
"1717824",1717824,"south","B",10057,"1997-09-26",25.66,4.11,3.28,9.05762637102535,0.00769336495356357,2.95,1.67,3.28
"1852177",1852177,"south","A",10068,"1997-08-09",18.83,4.53,3.42,4.390470676054,6.63583137900545,3.17,1.59,2.14
"904151",904151,"north","B",9990,"2004-08-23",25.39,4.26,2.61,6.89970856839023,0.00131183916902093,3.12,1.64,2.99
"1122029",1122029,"north","A",10008,"1997-05-20",2.42,2.54,2.68,4.36989759809445,16.0470165181058,1.72,1.34,0.55
"473648",473648,"central","D",9954,"2000-04-15",0,0.19,0.21,2.27008213957223,0.0182627864635323,0.12,0.85,0.2
"663663",663663,"north","B",9970,"2007-08-18",10.87,2.82,2.37,5.48081313566631,0,2.06,1.55,1.68
"1744471",1744471,"south","A",10059,"2004-08-07",21.37,6,4.77,5.66544200998463,0.000568149373131605,4.33,1.7,2.71
"2001219",2001219,"north","A",10081,"2007-04-30",0,1.22,1.28,5.62196809593192,0,0.72,1.18,0.49
"67842",67842,"central","A",9920,"2004-08-28",15.61,3.44,2.24,5.69810241685804,7.26888401582561,2.64,1.43,2.64
"1645180",1645180,"south","D",10051,"2004-08-07",19.27,3.84,2.64,6.34286516465874,0.00047174990599069,2.76,1.56,2.38
"2362097",2362097,"north","A",10111,"2004-07-14",18.2,4.72,3.14,6.4855315976804,13.4421604807828,3.11,1.67,2.69
"554",554,"north","D",9915,"2000-09-14",33.36,4.81,3.28,9.95061387749789,0.0591306086973827,3.39,1.51,3.85
"831079",831079,"north","D",9984,"2007-05-29",1.28,1.85,2,2.29430625246899,0.0776912508891565,1.4,1.39,0.53
"2391034",2391034,"south","D",10113,"2000-08-30",21.74,3.42,2.5,7.1767227646731,0.120790567938905,2.56,1.51,2.9
"1371234",1371234,"south","A",10028,"2000-07-04",8.58,2.23,1.7,1.99136157706354,0.469559360297454,1.56,1.43,1.31
"2044226",2044226,"south","C",10084,"2004-06-18",12.12,4.87,3.62,3.29161687277225,8.07516655879333,3.32,1.63,1.75
"2194414",2194414,"central","D",10097,"2000-06-01",1.34,1.73,1.44,1.1273623564969,0,1.06,1.2,0.71
"2208274",2208274,"central","C",10098,"1999-05-22",8.69,6.6,7.63,4.27308018038702,4.57089170658735,4.98,1.71,1.43
"807889",807889,"north","B",9982,"2004-08-25",23.58,4.38,2.59,6.67045268838132,5.45257276385755,2.94,1.56,2.99
"1170996",1170996,"north","A",10012,"2007-06-23",3.7,2.72,2.45,3.13176675690058,0,1.96,1.57,0.78
"281520",281520,"central","D",9938,"2007-04-14",0,0.48,0.43,5.66808182625729,3.3482964964178,0.3,0.99,0.28
"41661",41661,"central","B",9918,"2004-04-16",0,0.28,0.27,9.54408781393865,0.00203146009563418,0.19,0.88,0.23
"1644567",1644567,"south","D",10051,"1997-09-07",21.44,4.3,3.45,8.68856913620166,0.0158402218459564,3.13,1.47,2.87
"1607474",1607474,"central","A",10048,"1997-08-25",16.39,6.37,6.34,2.02343476379072,12.217486980503,4.42,1.56,2.43
"1632220",1632220,"central","A",10050,"2007-05-19",0,1.55,1.91,2.17104926252829,0,1.03,1.12,0.51
"833316",833316,"north","A",9984,"1997-08-07",21.6,4.56,4.08,5.05051446702164,0.00628733003003817,3.24,1.62,2.34
"1032700",1032700,"south","B",10000,"2007-08-18",3.95,3.08,2.88,3.42867704910334,0.0068074377854523,2.1,1.4,0.79
"191959",191959,"south","A",9930,"2000-05-24",3.31,1.73,1.55,1.51979818909188,22.6725272157025,1.14,1.2,0.66
"1945650",1945650,"south","D",10076,"1999-10-17",13.05,4.7,5.58,3.48672483793889,3.03420678900032,2.98,1.67,1.84
"2049044",2049044,"north","A",10085,"2000-07-10",14.33,3.96,4.36,4.61974558682952,0.872968262629832,2.92,1.56,1.63
"2333874",2333874,"south","A",10108,"2000-07-04",7.01,2.49,1.91,2.175916104835,0.469559360297454,1.63,1.31,1.35
"2680878",2680878,"south","B",10137,"2000-09-21",24.88,4.05,3.16,10.2619817541989,6.57657120569903,2.78,1.57,3.49
"1531718",1531718,"north","A",10042,"2000-10-11",21.2,2.91,3.79,9.3499131069112,0.00373468397887312,1.97,1.49,2.91
"558004",558004,"central","D",9961,"2000-08-18",9.24,2.27,1.58,4.64568622227051,3.73930541357151,1.48,1.43,1.98
"814709",814709,"south","D",9982,"2000-08-28",24.02,4.01,2.94,7.95411522895728,6.05366698459432,2.79,1.47,2.85
"998278",998278,"south","A",9997,"2000-09-09",20.77,2.53,1.86,6.60686079526696,4.59632349595069,1.77,1.43,2.43
"1669155",1669155,"south","D",10053,"2004-05-08",0,1.98,1.9,4.16960716516271,4.79576987406689,1.39,1.32,0.52
"1448878",1448878,"central","B",10035,"2007-09-18",7.08,2.85,3.71,2.79325984970088,0,2.06,1.34,1.14
"25461",25461,"north","B",9917,"2000-05-13",1.51,1.94,1.82,1.92939588719404,5.890617582176,1.43,1.27,0.53
"335099",335099,"south","C",9942,"1999-04-18",0,1.91,2.06,3.80622983634912,0.1231433962222,1.31,1.23,0.54
"189305",189305,"south","D",9930,"2007-05-30",0,2.59,2.35,3.66372569068309,0.103793251942993,2.03,1.4,0.6
"1529219",1529219,"north","B",10042,"1997-06-24",6.03,4.62,4.65,1.85418421336618,1.54885766684629,3.28,1.54,1.2
"223291",223291,"central","C",9933,"2004-08-14",17.85,4.18,2.75,5.52973624056494,0.00508249425984367,3.02,1.55,2.63
"1854287",1854287,"north","B",10069,"1999-05-22",4.68,5.72,5.89,3.89045812282117,5.61378002166848,4.39,1.64,1.16
"1026768",1026768,"central","D",10000,"1997-04-30",0,0.54,0.66,2.79113996079168,0.355396489839249,0.42,1.04,0.34
"2176865",2176865,"south","C",10095,"2007-08-12",8.63,3.69,3.65,2.75760889419651,0,2.39,1.59,1.21
"1459837",1459837,"north","A",10036,"2007-08-11",0,2.46,2.17,2.64313316555162,0.00118888135631065,1.7,1.39,0.65
"1866909",1866909,"north","B",10070,"2007-06-25",4.45,2.49,2.52,1.86031365921026,0,1.81,1.36,0.84
"2291610",2291610,"central","B",10105,"1999-09-21",17.73,4.87,5.32,3.25250026690308,0.335143046802045,3.23,1.48,2.42
"1909266",1909266,"south","D",10073,"1997-08-11",17.4,3.92,3.23,5.5340082376851,2.12897522598367,2.67,1.5,2.24
"1805696",1805696,"north","D",10065,"2004-09-27",26.85,5.08,3.31,9.26916084941616,0,3.37,1.66,3.26
"1824726",1824726,"central","A",10066,"2007-04-27",0,0.63,0.62,3.18507129523381,12.3354589156327,0.43,1,0.32
"1246138",1246138,"central","C",10018,"2004-09-25",27.36,3.55,2.35,7.44639261706571,0,2.84,1.6,2.98
"802967",802967,"south","D",9981,"2007-05-09",0,1.42,1.69,3.66128495208895,0.0306869363097606,0.99,1.19,0.47
"2540000",2540000,"north","B",10126,"1997-07-03",5.71,5.38,4.9,1.87954179898366,4.49102002408737,3.77,1.57,1.74
"1718569",1718569,"south","B",10057,"2007-08-06",3.28,2.45,2.36,2.80334929463493,1.21824715396444,1.75,1.5,0.68
"774350",774350,"central","D",9979,"1999-07-01",12.64,4.79,3.8,2.22436533705291,0.412902372437462,3.56,1.67,1.79
"609657",609657,"south","D",9965,"1997-06-27",11.13,3.91,3.58,2.47192565575254,3.12789063581392,2.78,1.41,1.54
"1872166",1872166,"central","A",10070,"1997-07-22",15.62,5.73,4.91,1.86139688014988,6.51658591789165,3.92,1.66,2.21
"1473027",1473027,"central","B",10037,"1997-05-18",0.33,3.3,2.88,4.7935345588466,0.00669777702001365,2.11,1.47,0.61
"2048467",2048467,"north","C",10085,"2007-09-03",3.85,2.92,2.89,3.24865343425069,0.00207194543864907,2.01,1.44,0.76
"1254634",1254634,"north","A",10019,"1999-06-13",12.27,5.72,4.82,2.76255431524066,17.5258990277445,3.84,1.52,1.81
"1116273",1116273,"south","B",10007,"1999-05-30",6.99,5.22,4.98,3.24725773601662,0.0113355322511495,3.74,1.59,1.4
"2475457",2475457,"south","D",10120,"2004-08-07",19.7,3.54,2.27,6.38764155314846,0.00047174990599069,2.67,1.52,2.53
"2264129",2264129,"north","C",10103,"1997-04-14",0,0,0,6.66471398860899,0,0,0.83,0.06
"1273267",1273267,"south","B",10020,"2007-05-17",1.9,2.96,2.89,5.729097899101,0.303628001806821,2.01,1.45,0.61
"2576459",2576459,"north","B",10129,"2000-05-15",0,2.31,2.2,2.18495359119232,0.00561977314661261,1.8,1.36,0.59
"2022091",2022091,"north","D",10083,"2000-09-07",23.6,4.6,2.88,7.94311414346058,0.00146954055416389,3,1.59,3.23
"2065357",2065357,"central","A",10086,"2004-10-04",22.02,4.16,2.7,6.61464922212299,0,2.87,1.68,2.67
"2256731",2256731,"central","C",10102,"2000-09-25",28.14,4.12,2.92,7.80000149132744,2.57886788362018,2.87,1.53,3.04
"1685139",1685139,"north","D",10055,"2000-08-10",28.12,5.79,4.45,7.10692701826741,0.00581224370139129,4.2,1.5,3.44
"1562104",1562104,"south","B",10044,"2007-07-01",3.54,2.91,2.49,3.16266046503701,0.00363800536647075,1.94,1.4,0.71
"1404382",1404382,"south","D",10031,"2000-10-23",21.42,2.78,2.97,7.75310947372251,0.0445458406652269,1.96,1.35,2.56
"638787",638787,"north","B",9968,"1997-07-04",11.72,5.66,4.72,1.96057694256961,0.135084334646259,3.76,1.6,1.8
"345944",345944,"south","B",9943,"1997-05-31",0.94,3.65,3.67,4.04549627571966,1.70664295220531,2.5,1.54,0.68
"2539640",2539640,"north","D",10126,"2004-07-20",21.3,4.77,2.84,3.53989106463867,0.000252932351453588,3.2,1.47,2.41
"2261693",2261693,"south","A",10102,"2000-07-21",7.93,2.02,1.6,2.57294904862072,0.293951803948531,1.44,1.42,1.33
"1076176",1076176,"central","B",10004,"1999-06-12",14.54,4.94,4.09,2.07611903401384,0.0237028831886165,3.75,1.73,1.78
"1502519",1502519,"south","C",10039,"2000-05-07",0,1.04,1.19,2.00193156231088,0.884193990185691,0.68,1.09,0.41
"1611381",1611381,"south","C",10048,"2007-10-18",5.23,2.21,2.85,2.54257879581763,12.5443876299868,1.54,1.34,0.81
"2059005",2059005,"north","B",10086,"2000-04-10",0,0,0,4.3943235362615,0,0,0.84,0.05
"1441586",1441586,"south","B",10034,"2004-06-30",15.19,4.61,3.23,4.92078429170662,0.0012296178554157,3.26,1.58,2.07
"754666",754666,"south","D",9977,"2004-05-27",3.33,3.54,3.03,2.90037533761311,0.956407198296497,2.45,1.55,1.05
"1752359",1752359,"central","A",10060,"2004-05-17",0,1.49,1.34,1.19876858799849,0.00194330298753994,0.87,1.15,0.46
"2563451",2563451,"north","D",10128,"2000-05-05",3.22,2.98,2.87,7.32842076272408,0.0142738145824859,2.17,1.55,0.64
"2168369",2168369,"north","C",10095,"2000-07-07",11.78,4.07,3.34,3.14059841913181,0.0268638155244359,2.89,1.56,1.93
"1482274",1482274,"north","C",10038,"1999-06-25",12.39,5.44,4.58,3.41428945484414,7.60969843625804,3.59,1.62,1.77
"2724552",2724552,"central","B",10141,"1997-08-19",21.75,3.96,2.86,5.93691524495485,2.98365533076001,2.53,1.63,2.32
"1971595",1971595,"south","C",10078,"1999-04-26",3.22,2.79,3.27,3.2327946395538,0.705835849092546,2.33,1.37,0.64
"860134",860134,"central","B",9986,"2007-04-24",0,1.43,1.36,4.84414538712305,0.0232463962319238,0.89,1.2,0.44
"2447019",2447019,"central","D",10118,"1999-09-21",11.34,3.64,4.04,2.34761598203956,0.154890177820124,2.74,1.65,1.85
"1816486",1816486,"south","A",10065,"2000-08-04",15.55,2.91,2.11,4.62218236452627,4.35985964884633,1.83,1.45,1.84
"1691881",1691881,"central","A",10055,"1999-07-21",23.85,8.16,7.74,3.30123288184918,2.62373286084463,5.56,1.71,3.05
"1911035",1911035,"south","B",10073,"2007-06-05",1.74,2.21,2.16,3.14142816286931,7.49554751547177,1.62,1.33,0.68
"1506178",1506178,"north","C",10040,"1997-08-20",13.74,3.99,3.52,6.14830070481329,1.58784377022919,2.79,1.49,2.45
"876340",876340,"south","B",9987,"2007-10-26",2.34,2.58,2.26,2.99879782884801,0.237567489678883,1.84,1.38,0.63
"2644892",2644892,"south","B",10134,"2004-07-06",12.34,4.01,2.79,4.24812890221374,7.82864360915016,2.8,1.58,1.82
"448817",448817,"north","A",9952,"2004-06-11",6.76,3.7,2.61,2.72738853207434,14.5348158762957,2.75,1.45,1.22
"2582743",2582743,"central","A",10129,"2004-09-01",22.18,3.61,2.29,5.87319530399429,0.0013118391697723,2.46,1.47,2.47
"32487",32487,"south","D",9917,"2000-06-12",8.21,3.17,2.61,1.78012136362917,8.93420894691733,2.21,1.55,1.22
"1392718",1392718,"south","D",10030,"2007-09-20",8.93,2.42,2.48,5.40134121474201,0.00732823088958161,1.93,1.37,1.56
"166375",166375,"south","B",9928,"2007-10-08",3.46,2.26,2.14,2.68983136623934,0,1.69,1.38,0.68
"451988",451988,"central","C",9952,"2007-04-29",0,0.89,0.84,3.79701608747934,0.0317976633085001,0.65,1.07,0.38
"1467722",1467722,"south","A",10036,"2004-08-17",12.43,5.36,3.51,4.43815130451947,0,3.29,1.65,1.97
"2006742",2006742,"south","B",10081,"1999-06-26",9.57,5.6,4.92,4.00914022917753,0.144725211390535,3.97,1.57,1.91
"1126069",1126069,"central","A",10008,"1997-06-01",1.23,4.46,4.41,3.13583426873017,0.0217619525400508,3.04,1.59,0.77
"2034254",2034254,"north","D",10084,"2004-07-20",18.54,4.63,2.89,3.42628928273767,0.000252932351453588,3.13,1.48,2.26
"832169",832169,"north","B",9984,"2007-10-01",21.89,2.7,2.55,8.17229490595272,1.10126394583338e-05,2.03,1.47,2.45
"2325704",2325704,"north","A",10108,"1999-10-24",14.6,3.8,5.44,6.23370936165462,4.12112609559005e-05,2.81,1.54,2.38
"2006726",2006726,"south","B",10081,"1999-06-10",11.45,5.13,4.84,2.95791770334454,4.64160843752657,4.35,1.73,1.54
"525567",525567,"south","D",9958,"1999-04-11",0.56,1.61,1.44,7.3654244961537,0.717050980348758,1.14,1.17,0.47
"1585654",1585654,"south","B",10046,"1999-09-01",12.89,6.06,5.95,3.53428016658389,0,4.49,1.63,1.71
"1554130",1554130,"north","B",10044,"2007-09-12",12.64,3.14,2.55,7.55386218671291,3.15438405819914,2.02,1.29,2.38
"628081",628081,"north","C",9967,"2000-05-04",0.95,1.97,1.94,3.64402730420478,0.328715497200165,1.32,1.39,0.5
"1947074",1947074,"south","B",10076,"2004-10-10",40.87,4.93,3.83,15.9797292125217,0.499171388464649,3.36,1.58,4.39
"1204009",1204009,"north","D",10015,"2004-08-21",22.28,4.34,2.66,6.99481229491888,0.00544027584120627,3.36,1.55,3.36
"1169352",1169352,"north","C",10012,"1999-04-22",2.87,2.9,2.98,6.65323375924004,6.83369130038762,1.99,1.31,0.67
"1242403",1242403,"north","A",10018,"1997-07-03",9,4.37,3.36,2.34549117272876,0.589513494602416,3.13,1.51,1.78
"2618911",2618911,"central","A",10132,"2007-05-04",0,1.01,0.98,2.85424619734847,0.00153424707963739,0.66,1.08,0.43
"2182254",2182254,"central","D",10096,"1999-08-13",12.9,4.73,3.73,2.63003440584617,0.43567606159042,3.34,1.6,1.9
"885493",885493,"central","A",9988,"1997-08-24",25.14,6.36,4.91,5.04838554514209,9.92964247818152,4.81,1.76,2.88
"1607242",1607242,"central","C",10048,"2007-07-24",12.14,2.57,2.14,3.37880993354471,0.00155192788789232,1.73,1.46,1.52
"253635",253635,"north","D",9936,"2007-10-16",18.32,3.02,2.44,8.15037527545104,0.276538812326678,1.92,1.48,2.34
"282576",282576,"central","B",9938,"2007-05-20",2.53,3.56,3.71,3.23832509056894,0.00152978639150467,2.31,1.4,0.87
"1597123",1597123,"south","D",10047,"2007-04-17",0,0.24,0.23,8.64875362478606,0,0.17,0.79,0.21
"2634150",2634150,"south","C",10133,"2007-09-12",7.14,3.02,2.98,2.5087739909872,1.81256880990791,2.23,1.39,1.11
"548898",548898,"central","A",9960,"2000-06-04",5.28,3.41,2.55,1.15761342420724,0.0100183759275631,2.18,1.4,0.93
"1272445",1272445,"south","B",10020,"1997-04-21",0,1.09,0.96,11.1578962980489,0.0863637239046075,0.77,1.12,0.42
"2083233",2083233,"north","B",10088,"2000-09-19",35.55,5.26,3.54,10.9092870562364,0.00158940459487329,3.83,1.6,4.18
"882691",882691,"central","D",9988,"1999-08-14",20.84,5.66,4.16,7.00992906815669,1.08921487079348,4.06,1.62,2.88
"198384",198384,"central","B",9931,"2007-06-28",8.64,4,4.11,2.73340846780338,9.53829894158836,2.72,1.54,1.41
"849735",849735,"central","A",9985,"2000-06-16",8.92,4.3,2.9,1.17503159906044,2.08802813704484,2.79,1.47,1.23
"52778",52778,"central","D",9919,"2004-07-29",13.89,5.53,4.35,4.18220357267024,0,3.74,1.61,2.1
"1248903",1248903,"south","B",10018,"2000-08-04",20.71,3.98,3.2,6.27831380493315,2.69747110355819,2.97,1.56,2.38
"2114105",2114105,"south","D",10090,"1999-10-10",13.88,4.61,5.62,3.88720919347579,7.13910877196457,3.29,1.6,2.07
"1813823",1813823,"south","D",10065,"2007-08-01",1.29,3.1,2.96,3.20463364145058,0,2.22,1.36,0.77
"1977541",1977541,"central","D",10079,"1997-10-13",26.73,4.87,4.29,11.2525399754784,0.107848582132503,3.35,1.6,3.39
"330749",330749,"central","B",9942,"2007-06-30",3.7,3.69,3.59,2.53770959870812,0.00920509002046365,2.66,1.56,1.2
"2433240",2433240,"north","C",10117,"2004-05-30",5.44,3.7,3.09,3.3263605966738,0.00157143636556743,2.36,1.58,1
"2163406",2163406,"south","B",10094,"2000-07-30",14.06,4.18,3.81,6.26972334361963,6.11243858838722,2.83,1.62,2.45
"753862",753862,"central","A",9977,"2007-07-09",6.1,2.16,1.8,2.10057092114412,0.0754830434122888,1.44,1.38,1.09
"895704",895704,"central","B",9989,"1999-07-05",15.22,5.6,4.22,3.78652469177759,0,3.86,1.63,2.51
"1202465",1202465,"south","A",10014,"1997-10-18",22.27,3.07,3.71,5.59420321799612,0.032755556286691,2.24,1.52,2.38
"1364059",1364059,"central","D",10028,"1999-10-01",14.58,3.09,4.19,2.38515399784256,0.0113117972875203,2.13,1.5,1.95
"2428372",2428372,"south","B",10116,"2004-09-18",34.86,4.99,3.75,14.1229203424487,0.00181529023712975,3.69,1.6,4.11
"1055017",1055017,"south","D",10002,"1999-04-09",0.73,1.47,1.31,7.49629134768206,1.11067630142175,1.04,1.2,0.44
"2629948",2629948,"central","C",10133,"2007-04-16",0,0.21,0.21,5.09438229459761,0.000122290866646593,0.14,0.86,0.2
"2290395",2290395,"central","D",10105,"1997-10-09",26.55,3.69,3.73,10.2929560629178,0.180214746947408,2.76,1.67,3.75
"1283991",1283991,"south","D",10021,"2000-08-23",20.41,3.73,2.58,7.17257785064933,5.55087994019137,2.58,1.72,2.79
"2357303",2357303,"south","C",10110,"2007-06-16",7.04,3.97,3.46,2.64425299844303,0.0242598102563716,2.75,1.44,1.12
"332978",332978,"south","D",9942,"1997-09-15",28.09,4.52,3.57,9.36495237247364,0.00544043937087996,3.06,1.54,3.32
"314997",314997,"north","C",9941,"1999-04-10",1,1.5,1.36,6.9691949037341,9.62846419561459,1,1.2,0.43
"1813789",1813789,"south","D",10065,"2007-06-28",1.81,3.27,2.91,3.11723968498075,1.36158436019327,2.14,1.38,0.83
"2236928",2236928,"south","C",10100,"2007-05-02",0,2.57,2.73,5.78183461343682,1.51965998958841e-05,1.78,1.35,0.59
"2060077",2060077,"north","C",10086,"2000-07-12",15.07,4.47,3.4,4.1716433377501,9.17399447023497,3.41,1.78,2.02
"2118029",2118029,"north","D",10091,"1999-04-27",2.56,3.31,3.2,6.58581889700672,0.0180189189878168,2.33,1.49,0.62
"2121822",2121822,"central","D",10091,"1997-06-20",5.39,3.5,2.66,1.35720636499395,0.0643579986806753,2.46,1.66,1.23
"754953",754953,"south","D",9977,"2007-09-04",0,2.85,2.64,3.10907365414573,0.00207194543916462,2.03,1.4,0.74
"2457910",2457910,"north","A",10119,"1999-05-20",8.53,4.74,4.69,3.46869892195025,0.0145981403649397,3.61,1.64,1.19
"1675164",1675164,"north","C",10054,"2004-06-02",9.99,4.42,3.81,3.80527852802162,2.12287752039051,3.03,1.38,1.2
"1151495",1151495,"south","D",10010,"2000-04-12",0,0.3,0.25,4.93067042230524,5.42354642533539,0.2,0.86,0.24
"122415",122415,"north","C",9925,"1997-09-21",23.55,3.77,3.36,9.17869923384796,1.49790657942339,2.7,1.62,3.29
"939238",939238,"north","D",9993,"2004-07-07",12.3,4.01,2.47,1.66192201357802,2.32206848947341,2.97,1.69,1.72
